粑 粑
家徒四 壁
家学渊 源
家用电 器
家有儿 女
家喻户 晓
家贼难 防
家长里 短
家政服 务
家族企 业
嘉言懿 行
戛然而 止
假公济 私
假冒伪 劣
假仁假 义
假手于 人
假戏成 真
假戏真 做
价格便 宜
价格波 动
价格上 涨
价格指 数
价格走 势
价廉物 美
价值观 念
价值连 城
价值取 向
价值投 资
驾轻就 熟
嫁狗随 狗
嫁祸于 人
嫁鸡随 鸡
奸淫掳 掠
尖锐湿 疣
尖酸刻 薄
尖嘴猴 腮
坚壁清 野
坚不可 摧
坚持不 懈
坚持到 底
坚定不 移
坚定意 志
坚决反 对
坚苦卓 绝
坚强不 屈
坚韧不 拔
坚如磐 石
坚贞不 屈
坚贞不 渝
间不容 发
艰苦创 业
艰苦奋 斗
艰苦朴 素
艰苦卓 绝
艰难困 苦
艰难曲 折
艰难险 阻
艰深晦 涩
兼而有 之
兼济天 下
兼容并 包
兼容并 蓄
兼善天 下
兼收并 蓄
兼听则 明
监测系 统
监督工 作
监督管 理
监督机 制
监督检 查
监管部 门
监管工 作
监管机 构
监控系 统
监守自 盗
缄口不 言
俭以养 德
减肥瘦 身
检测报 告
检测方 法
检测结 果
检测中 心
检查工 作
检查结 果
检察机 关
检验检 疫
简简单 单
简明扼 要
简体中 文
见不得 人
见财起 意
见多识 广
见风使 舵
见风转 舵
见缝插 针
见怪不 怪
见惯不 惊
见机而 作
见机行 事
见利思 义
见利忘 义
见猎心 喜
见龙卸 甲
见钱眼 开
见仁见 智
见势不 妙
见死不 救
见所未 见
见贤思 齐
见义勇 为
见异思 迁
建材市 场
建功立 业
建国以 来
建立健 全
建立自 己
建设成 为
建设单 位
建设工 程
建设工 作
建设规 划
建设和 谐
建设项 目
建设银 行
建设用 地
建设资 金
建筑材 料
建筑风 格
建筑工 程
建筑工 地
建筑公 司
建筑节 能
建筑面 积
建筑设 计
建筑施 工
剑拔弩 张
剑胆琴 心
剑及履 及
剑桥大 学
健步如 飞
健康成 长
健康发 展
健康教 育
健康快 乐
健康状 况
渐入佳 境
鉴往知 来
箭无虚 发
箭在弦 上
江东父 老
江汉朝 宗
江河日 下
江河行 地
江湖骗 子
江郎才 尽
江山如 画
江山易 改
江天一 色
江洋大 盗
将本求 利
将错就 错
将功补 过
将功赎 罪
将功折 罪
将计就 计
将门虎 子
将心比 心
将信将 疑
将欲取 之
讲话精 神
讲经说 法
讲信修 睦
奖罚分 明
匠心独 具
匠心独 运
降低成 本
降格以 求
降尊纡 贵
交杯换 盏
交付使 用
交警大 队
交警支 队
交口称 赞
交口赞 誉
交流活 动
交流平 台
交通安 全
交通便 利
交通部 门
交通工 具
交通管 理
交通管 制
交通事 故
交通枢 纽
交通银 行
交通运 输
交头接 耳
交相辉 映
交响乐 团
交易成 本
交易方 式
交易价 格
交易平 台
交易市 场
交易系 统
交易中 心
娇生惯 养
娇小玲 珑
骄傲自 满
骄兵必 败
骄奢淫 逸
胶原蛋 白
胶柱鼓 瑟
焦头烂 额
焦躁不 安
焦灼不 安
狡兔三 窟
绞尽脑 汁
矫揉造 作
矫枉过 正
脚本语 言
脚不点 地
脚不沾 地
脚踏实 地
叫苦不 迭
叫苦连 天
轿车市 场
教导有 方
教师队 伍
教学方 法
教学改 革
教学工 作
教学过 程
教学活 动
教学计 划
教学模 式
教学目 标
教学内 容
教学设 计
教学相 长
教学质 量
教育部 门
教育发 展
教育改 革
教育工 作
教育孩 子
教育活 动
教育机 构
教育教 学
教育经 费
教育理 念
教育培 训
教育事 业
教育思 想
教育体 系
教育体 制
教育系 统
教育学 院
教育制 度
教育质 量
教育资 源
阶级斗 争
皆大欢 喜
接触不 良
接二连 三
接风洗 尘
接连不 断
接受采 访
接踵而 来
接踵而 至
嗟来之 食
揭竿而 起
街坊邻 里
街坊四 邻
街谈巷 议
街头篮 球
街头巷 尾
街头巷 议
孑然一 身
节哀顺 变
节节败 退
节能环 保
节能降 耗
节日快 乐
节日期 间
节外生 枝
节衣缩 食
节约能 源
劫富济 贫
劫后余 生
洁白无 瑕
洁身自 爱
洁身自 好
结党营 私
结发夫 妻
结构调 整
结构设 计
结果表 明
结果显 示
结合起 来
结合实 际
结结巴 巴
桀骜不 驯
捷报频 传
捷足先 登
截然不 同
截长补 短
截止日 期
截止时 间
竭尽全 力
竭尽心 力
竭泽而 渔
竭忠尽 智
解除合 同
解放思 想
解放战 争
解甲归 田
解决办 法
解决方 案
解决方 法
解决问 题
解民倒 悬
解囊相 助
解疑释 惑
介绍一 下
戒备森 严
戒急用 忍
戒骄戒 躁
借此机 会
借贷无 门
借刀杀 人
借古讽 今
借古喻 今
借花献 佛
借酒浇 愁
借壳上 市
借坡下 驴
借尸还 魂
借题发 挥
巾帼英 雄
今不如 昔
今非昔 比
今年春 节
今年夏 天
今年以 来
今生今 世
今夕何 夕
斤斤计 较
金榜题 名
金碧辉 煌
金蝉脱 壳
金风送 爽
金刚怒 目
金戈铁 马
金鼓齐 鸣
金鸡独 立
金科玉 律
金口玉 言
金马碧 鸡
金融产 品
金融创 新
金融风 暴
金融风 险
金融服 务
金融改 革
金融机 构
金融监 管
金融企 业
金融市 场
金融体 系
金融危 机
金融系 统
金融行 业
金融中 心
金融资 产
金山词 霸
金山毒 霸
金声玉 振
金石为 开
金属材 料
金童玉 女
金屋藏 娇
金无足 赤
金玉良 言
金玉良 缘
金玉满 堂
金玉其 外
金枝玉 叶
金字招 牌
津津乐 道
津津有 味
筋疲力 竭
筋疲力 尽
襟怀坦 白
仅此而 已
仅供参 考
尽管如 此
尽力而 为
尽量避 免
尽人皆 知
尽如人 意
尽善尽 美
尽释前 嫌
尽收眼 底
尽心竭 力
尽心尽 力
尽职尽 责
紧急情 况
紧急通 知
紧紧围 绕
紧紧抓 住
紧锣密 鼓
紧密结 合
紧密联 系
谨小慎 微
谨言慎 行
锦囊妙 计
锦上添 花
锦绣河 山
锦绣江 山
锦绣前 程
锦绣山 河
锦衣玉 食
近几年 来
近墨者 黑
近亲繁 殖
近水楼 台
近乡情 怯
近悦远 来
近在眉 睫
近在咫 尺
近朱者 赤
进城务 工
进道若 退
进德修 业
进进出 出
进来看 看
进入市 场
进入系 统
进入游 戏
进入中 国
进身之 阶
进退两 难
进退失 据
进退维 谷
进退有 度
进行比 较
进行到 底
进行调 查
进行调 整
进行分 析
进行检 查
进行交 流
进行交 易
进行全 面
进行修 改
进行研 究
进展情 况
进展顺 利
禁止使 用
禁止下 载
噤若寒 蝉
泾渭分 明
经常出 现
经典之 作
经纪公 司
经济补 偿
经济发 展
经济改 革
经济工 作
经济管 理
经济过 热
经济合 作
经济环 境
经济活 动
经济基 础
经济价 值
经济建 设
经济结 构
经济困 难
经济利 益
经济贸 易
经济普 查
经济社 会
经济生 活
经济实 力
经济数 据
经济衰 退
经济损 失
经济特 区
经济体 制
经济危 机
经济问 题
经济效 益
经济形 势
经济学 家
经济学 院
经济运 行
经济增 长
经济政 策
经济指 标
经济制 度
经济秩 序
经济状 况
经济总 量
经济组 织
经济作 物
经久不 息
经贸关 系
经贸合 作
经年累 月
经天纬 地
经纬万 端
经验丰 富
经验交 流
经验教 训
经营惨 淡
经营单 位
经营范 围
经营方 式
经营管 理
经营活 动
经营理 念
经营模 式
经营企 业
经营情 况
经营行 为
经营业 绩
经营状 况
惊才绝 艳
惊诧莫 名
惊弓之 鸟
惊慌失 措
惊慌失 色
惊魂不 定
惊魂未 定
惊恐万 状
惊世骇 俗
惊叹不 已
惊涛骇 浪
惊天动 地
惊喜交 集
惊喜交 加
惊喜若 狂
惊心动 魄
惊疑不 定
晶莹剔 透
兢兢业 业
精兵简 政
精兵强 将
精彩纷 呈
精彩瞬 间
精诚所 至
精诚团 结
精打细 算
精雕细 刻
精耕细 作
精力充 沛
精力过 人
精美绝 伦
精妙绝 伦
精明能 干
精明强 干
精疲力 竭
精疲力 尽
精确瞄 准
精锐之 师
精神百 倍
精神病 人
精神病 院
精神错 乱
精神抖 擞
精神焕 发
精神恍 惚
精神矍 铄
精神面 貌
精神生 活
精神实 质
精神世 界
精神文 化
精神文 明
精神状 态
精卫填 海
精细化 工
精心设 计
精心组 织
精益求 精
精忠报 国
鲸吞蚕 食
井底之 蛙
井井有 条
井井有 序
井然有 序
景观设 计
竞技体 育
竞价排 名
竞争对 手
竞争格 局
竞争环 境
竞争激 烈
竞争能 力
竞争优 势
敬而远 之
敬老尊 贤
敬若神 明
敬谢不 敏
敬业精 神
敬业乐 群
靖国神 社
境外投 资
静若处 子
镜花水 月
迥然不 同
炯炯有 神
纠缠不 清
鸠占鹊 巢
九九归 一
九牛一 毛
九泉之 下
九十年 代
九死不 悔
九死一 生
九天揽 月
九五之 尊
九霄云 外
久别重 逢
久病成 医
久而久 之
久负盛 名
久经风 霜
久闻大 名
酒池肉 林
酒酣耳 热
酒后失 言
酒后无 德
酒绿灯 红
酒囊饭 袋
酒肉朋 友
酒色财 气
酒足饭 饱
酒醉饭 饱
旧病复 发
旧城改 造
旧地重 游
旧调重 弹
旧话重 提
旧瓶新 酒
旧事重 提
咎由自 取
救苦救 难
救命稻 草
救人一 命
救死扶 伤
救亡图 存
救灾恤 患
就地取 材
就地正 法
就会出 现
就事论 事
就是那 个
就是这 样
就业服 务
就业岗 位
就业工 作
就业机 会
就业问 题
就业形 势
就业压 力
就业援 助
就业指 导
就在这 里
居安思 危
居大不 易
居高不 下
居高临 下
居功厥 伟
居功自 傲
居民生 活
居民收 入
居民消 费
居无求 安
居心不 良
居心叵 测
居住环 境
鞠躬尽 瘁
局部地 区
局促不 安
局副局 长
举案齐 眉
举报电 话
举不胜 举
举步艰 难
举措失 当
举国上 下
举国一 致
举目无 亲
举棋不 定
举世皆 知
举世闻 名
举世无 双
举世瞩 目
举手投 足
举手之 劳
举贤任 能
举一反 三
举止大 方
举止言 谈
举重若 轻
举足轻 重
踽踽独 行
巨大变 化
巨细无 遗
拒人千 里
拒之门 外
具体表 现
具体操 作
具体措 施
具体而 微
具体方 法
具体工 作
具体规 定
具体内 容
具体情 况
具体实 施
具体位 置
具体问 题
具体要 求
具有较 强
具有良 好
剧情介 绍
据理力 争
据为己 有
聚精会 神
聚沙成 塔
聚少成 多
聚讼纷 纭
聚众滋 事
捐弃前 嫌
卷土重 来
卷帙浩 繁
决胜千 里
决一雌 雄
决一胜 负
决一死 战
绝处逢 生
绝大部 分
绝大多 数
绝代佳 人
绝顶聪 明
绝对不 会
绝对不 能
绝对不 是
绝对优 势
绝口不 谈
绝路逢 生
绝世佳 人
绝无仅 有
觉得自 己
崛地而 起
军国主 义
军令如 山
军容风 纪
军事基 地
军事力 量
军事行 动
军事训 练
军事演 习
君臣佐 使
君子固 穷
君子好 逑
君子协 定
君子一 言
君子之 交
竣工验 收
卡巴斯 基
卡纳瓦 罗
卡斯特 罗
开诚布 公
开发工 具
开发公 司
开发过 程
开发环 境
开发建 设
开发利 用
开发企 业
开发人 员
开发项 目
开工建 设
开关电 源
开国功 臣
开国元 老
开国元 勋
开合自 如
开花结 果
开花结 实
开怀畅 饮
开疆辟 土
开疆拓 土
开卷有 益
开开心 心
开科取 士
开阔眼 界
开路先 锋
开门见 山
开门揖 盗
开山鼻 祖
开山祖 师
开始菜 单
开始实 施
开始使 用
开拓创 新
开拓市 场
开题报 告
开天辟 地
开庭审 理
开物成 务
开心就 好
开源节 流
开源软 件
开展工 作
开展业 务
开宗明 义
凯迪拉 克
凯尔特 人
慨当以 慷
慨然应 允
勘察设 计
坎坷不 平
侃侃而 谈
砍瓜切 菜
看不出 来
看不清 楚
看不下 去
看菜吃 饭
看风使 舵
看家本 领
看家本 事
看破红 尘
康庄大 道
慷慨悲 歌
慷慨陈 词
慷慨赴 义
慷慨激 昂
慷慨激 扬
慷慨解 囊
慷慨就 义
亢龙有 悔
伉俪情 深
抗美援 朝
抗日战 争
抗震救 灾
考公务 员
考古学 家
考上大 学
考试成 绩
考试大 纲
考试科 目
考试时 间
考试试 题
考试中 心
靠山吃 山
靠水吃 水
靠天吃 饭
苛捐杂 税
科班出 身
科技成 果
科技创 新
科技大 学
科技发 展
科技工 作
科技公 司
科技含 量
科技合 作
科技进 步
科技人 才
科技人 员
科技园 区
科特布 斯
科特迪 瓦
科学发 展
科学管 理
科学技 术
科学精 神
科学研 究
科学依 据
科学知 识
科研成 果
科研单 位
科研工 作
科研机 构
科研人 员
科研项 目
科研院 所
颗粒无 收
可不可 以
可操作 性
可乘之 机
可乘之 隙
可持续 性
可歌可 泣
可见一 斑
可可西 里
可口可 乐
可扩展 性
可能成 为
可能出 现
可能发 生
可能没 有
可圈可 点
可想而 知
可以帮 助
可以采 用
可以查 看
可以达 到
可以得 到
可以分 为
可以根 据
可以获 得
可以接 受
可以看 出
可以看 到
可以看 见
可以考 虑
可以理 解
可以利 用
可以买 到
可以满 足
可以上 网
可以申 请
可以实 现
可以使 用
可以说 是
可以随 时
可以提 供
可以通 过
可以下 载
可以显 示
可以享 受
可以选 择
可以用 来
可以用 于
可以增 加
可以找 到
可以直 接
可以作 为
可有可 无
克敌制 胜
克服困 难
克己奉 公
克己复 礼
克己慎 行
克拉玛 依
克莱斯 勒
克雷斯 波
克林斯 曼
克罗地 亚
克勤克 俭
刻不容 缓
刻骨仇 恨
刻骨铭 心
刻画入 微
刻苦耐 劳
刻舟求 剑
客服电 话
客服人 员
客服中 心
客观存 在
客观规 律
客户服 务
客户关 系
客户经 理
客户提 供
客户需 求
客户要 求
客户资 源
客死他 乡
客随主 便
客运专 线
课程改 革
课程设 计
课程设 置
课堂教 学
课题研 究
溘然长 逝
啃硬骨 头
坑蒙拐 骗
铿锵有 力
空调维 修
空洞无 物
空谷幽 兰
空谷足 音
空话连 篇
空空道 人
空空如 也
空口无 凭
空气污 染
空气质 量
空前绝 后
空头支 票
空无一 人
空穴来 风
空中楼 阁
孔孟之 道
孔武有 力
孔子学 院
恐怖分 子
恐怖袭 击
恐怖主 义
恐怖组 织
控股公 司
控股股 东
控股集 团
控制技 术
控制面 板
控制系 统
控制中 心
口不择 言
口齿伶 俐
口出不 逊
口出狂 言
口传心 授
口耳相 传
口服心 服
口干舌 燥
口含天 宪
口口声 声
口口相 传
口蜜腹 剑
口腔溃 疡
口若悬 河
口是心 非
口说无 凭
口诛笔 伐
扣人心 弦
枯木逢 春
枯瘦如 柴
枯燥无 味
枯枝败 叶
哭哭啼 啼
哭天喊 地
哭天抹 泪
哭笑不 得
苦不堪 言
苦不聊 生
苦大仇 深
苦海无 边
苦尽甘 来
苦口良 药
苦口婆 心
苦乐不 均
苦难深 重
苦思冥 想
苦心孤 诣
苦心积 虑
苦心经 营
苦中作 乐
夸大其 词
夸父逐 日
夸父追 日
夸夸其 谈
胯下之 辱
跨国公 司
跨国企 业
快递公 司
快捷方 式
快快乐 乐
快马加 鞭
快人快 语
快速发 展
快速反 应
快速增 长
脍不厌 细
脍炙人 口
宽大为 怀
宽带接 入
宽带上 网
宽宏大 度
宽宏大 量
宽以待 人
框架协 议
狂风暴 雨
狂风恶 浪
狂风怒 号
狂风骤 雨
狂轰滥 炸
狂涛骇 浪
狂涛巨 浪
狂妄自 大
旷古未 有
旷日持 久
旷世奇 才
矿产资 源
岿然不 动
窥豹一 斑
窥见一 斑
喟然长 叹
愧不敢 当
溃不成 军
溃于蚁 穴
困难群 体
困难群 众
困难重 重
困兽犹 斗
扩大会 议
扩大内 需
扩建工 程
垃圾处 理
垃圾邮 件
拉帮结 派
拉丁美 洲
拉拉扯 扯
拉拉杂 杂
蜡笔小 新
来处不 易
来到这 里
来电显 示
来回来 去
来来回 回
来来往 往
来历不 明
来龙去 脉
来去无 踪
来去自 由
来日方 长
来势凶 猛
来势汹 汹
来者不 拒
来者不 善
来者可 追
来之不 易
来自北 京
来自中 国
兰博基 尼
蓝天白 云
蓝牙耳 机
烂熟于 心
烂醉如 泥
滥用职 权
滥竽充 数
郎才女 貌
狼狈不 堪
狼狈逃 窜
狼狈为 奸
狼奔豕 突
狼吞虎 咽
狼心狗 肺
狼烟四 起
狼子野 心
锒铛入 狱
朗朗乾 坤
朗朗上 口
浪费时 间
浪迹江 湖
浪迹天 涯
浪漫满 屋
浪漫主 义
浪子回 头
劳动保 障
劳动报 酬
劳动部 门
劳动关 系
劳动合 同
劳动就 业
劳动模 范
劳动人 民
劳动争 议
劳而无 功
劳苦功 高
劳民伤 财
劳师动 众
劳斯莱 斯
劳务派 遣
劳务输 出
劳燕分 飞
劳逸结 合
牢不可 破
牢固树 立
牢骚满 腹
唠唠叨 叨
老爸老 妈
老成持 重
老当益 壮
老调重 弹
老骥伏 枥
老奸巨 猾
老老实 实
老泪纵 横
老马识 途
老谋深 算
老气横 秋
老弱残 兵
老僧入 定
老生常 谈
老实巴 交
老鼠过 街
老态龙 钟
老王卖 瓜
老无所 依
老羞成 怒
老有所 终
老于世 故
老之将 至
乐不可 支
乐不思 蜀
乐此不 疲
乐而不 淫
乐而忘 返
乐极生 悲
乐善好 施
乐天知 命
乐业安 居
乐以忘 忧
乐在其 中
了解一 下
了解自 己
了然于 胸
了如指 掌
了若指 掌
勒索敲 诈
雷打不 动
雷电交 加
雷克萨 斯
雷厉风 行
雷曼兄 弟
雷霆万 钧
雷霆一 击
泪流满 面
泪如泉 涌
泪如雨 下
泪眼汪 汪
冷嘲热 讽
冷暖自 知
冷若冰 霜
冷水浇 头
冷血动 物
冷言冷 语
冷眼旁 观
冷眼相 待
愣头愣 脑
离合悲 欢
离家出 走
离经叛 道
离奇古 怪
离情别 绪
离群索 居
离题万 里
离乡背 井
离乡别 井
离心离 德
梨花带 雨
梨园子 弟
犁庭扫 穴
礼崩乐 坏
礼尚往 来
礼贤下 士
礼仪之 邦
礼义廉 耻
李代桃 僵
李广难 封
里勾外 连
里克尔 梅
里通外 国
里应外 合
理财产 品
理工大 学
理工学 院
理论创 新
理论基 础
理论体 系
理论学 习
理论研 究
理论知 识
理屈词 穷
理所当 然
理想信 念
理想主 义
理直气 壮
力不从 心
力不能 及
力不能 支
力排众 议
力所不 逮
力所不 及
力所能 及
力透纸 背
力挽狂 澜
力有未 逮
力争上 游
历尽沧 桑
历久弥 坚
历历可 见
历历可 数
历历在 目
历史背 景
历史记 录
历史进 程
历史经 验
历史人 物
历史上 最
历史时 期
历史使 命
历史事 件
历史条 件
历史文 化
历史问 题
历史学 家
历史遗 留
历史意 义
历史悠 久
厉兵秣 马
厉行节 约
立此存 照
立德立 言
立地成 佛
立竿见 影
立功赎 罪
立身处 世
立身行 事
立业成 家
立于不 败
立锥之 地
立足之 地
利害得 失
利害关 系
利害相 关
利害攸 关
利令智 昏
利润分 配
利润增 长
利润总 额
利益冲 突
利益分 配
利益关 系
利益集 团
利益均 沾
利用网 络
利用效 率
利欲熏 心
励精图 治
例行公 事
连带责 任
连接起 来
连绵不 断
连绵不 绝
连绵起 伏
连篇累 牍
连日连 夜
连锁反 应
连锁经 营
连锁企 业
连在一 起
连战皆 捷
连中三 元
怜香惜 玉
联邦政 府
联合起 来
联席会 议
联系电 话
联系方 式
联系起 来
联想集 团
廉洁奉 公
廉洁自 律
廉政建 设
廉租住 房
脸红耳 赤
脸红耳 热
炼石补 天
恋恋不 舍
链接地 址
良辰吉 日
良辰美 景
良好形 象
良禽择 木
良师益 友
良性循 环
良药苦 口
良莠不 分
良莠不 齐
良知良 能
梁上君 子
粮草先 行
粮食安 全
粮食生 产
踉踉跄 跄
两岸关 系
两岸经 贸
两败俱 伤
两个方 面
两个孩 子
两个男 人
两个女 人
两虎相 争
两极分 化
两肋插 刀
两面夹 攻
两面三 刀
两全其 美
两手空 空
两厢情 愿
两小无 猜
两袖清 风
量才录 用
量力而 为
量力而 行
量入为 出
量身定 做
量体裁 衣
疗法治 疗
疗效观 察
聊备一 格
聊胜于 无
聊天记 录
聊以自 慰
寥寥可 数
寥寥无 几
寥若晨 星
燎原之 火
料峭春 寒
料事如 神
列祖列 宗
烈火烹 油
烈士陵 园
烈士暮 年
林林总 总
临别赠 言
临床表 现
临床试 验
临床研 究
临床医 学
临床意 义
临床应 用
临床症 状
临机处 置
临机应 变
临渴掘 井
临深履 薄
临时文 件
临事而 惧
临危不 惧
临危受 命
临危授 命
临渊羡 鱼
临阵磨 枪
临阵退 缩
临阵脱 逃
淋巴细 胞
淋漓尽 致
琳琅满 目
鳞次栉 比
伶牙俐 齿
灵丹妙 药
灵机一 动
玲珑剔 透
玲珑小 巧
凌云之 志
凌云壮 志
绫罗绸 缎
羚羊挂 角
零打碎 敲
零零星 星
零乱不 堪
零敲碎 打
零售价 格
零售企 业
零售市 场
零售总 额
领导班 子
领导干 部
领导集 体
领导小 组
领军人 物
令出必 行
令出如 山
令人吃 惊
令人齿 冷
令人担 忧
令人发 指
令人感 动
令人满 意
令人喷 饭
令人捧 腹
令人起 敬
令人神 往
令人羡 慕
令人信 服
令人咋 舌
令人震 惊
令人瞩 目
令人作 呕
令行禁 止
另当别 论
另谋高 就
另辟蹊 径
另起炉 灶
另请高 明
另眼看 待
另眼相 待
另眼相 看
另一方 面
另一个 人
溜须拍 马
浏览网 页
流动人 口
流动资 金
流芳百 世
流芳千 古
流光飞 舞
流离颠 沛
流离失 所
流连忘 返
流落他 乡
流氓软 件
流年不 利
流年似 水
流水不 腐
流水无 情
流水行 云
流通股 东
流通领 域
流行病 学
流行歌 曲
流行趋 势
流行音 乐
流言飞 语
流言蜚 语
留恋不 舍
留守儿 童
留学人 员
留有余 地
柳暗花 明
柳绿花 红
六畜兴 旺
六道轮 回
六方会 谈
六根清 净
六亲不 认
六神无 主
六十年 代
六中全 会
龙飞凤 舞
龙凤呈 祥
龙精虎 猛
龙马精 神
龙盘虎 踞
龙蛇混 杂
龙生九 子
龙潭虎 穴
龙腾虎 跃
龙头企 业
龙争虎 斗
笼络人 心
笼中之 鸟
隆重举 行
隆重推 出
垄断行 业
楼台亭 阁
漏洞百 出
漏网之 鱼
庐山真 面
炉火纯 青
鲁难未 已
鲁迅先 生
陆陆续 续
鹿死谁 手
碌碌无 为
路不拾 遗
路公交 车
路见不 平
路人皆 知
戮力同 心
露出马 脚
露水夫 妻
旅游产 品
旅游产 业
旅游城 市
旅游度 假
旅游景 点
旅游景 区
旅游开 发
旅游胜 地
旅游市 场
旅游线 路
旅游项 目
旅游资 源
屡次三 番
屡见不 鲜
屡教不 改
屡试不 爽
屡战屡 败
履险如 夷
履行职 责
率土之 滨
率先垂 范
绿草如 茵
绿肥红 瘦
绿林好 汉
绿色环 保
绿色食 品
绿色通 道
绿水青 山
绿叶成 荫
鸾凤和 鸣
乱臣贼 子
乱七八 糟
乱世英 雄
乱作一 团
略高一 筹
略见一 斑
略窥一 斑
略胜一 筹
略逊一 筹
略知一 二
伦理道 德
沦落风 尘
轮流做 庄
论功行 赏
论坛会 员
论资排 辈
罗马帝 国
罗马尼 亚
罗纳尔 多
洛阳纸 贵
络绎不 绝
荦荦大 端
荦荦大 者
落草为 寇
落到实 处
落地生 根
落花流 水
落花有 意
落荒而 逃
落井下 石
落落大 方
落落寡 合
落日余 晖
落实情 况
落拓不 羁
落叶归 根
落英缤 纷
麻痹大 意
麻姑献 寿
麻木不 仁
麻雀虽 小
马不停 蹄
马到成 功
马到功 成
马尔代 夫
马尔蒂 尼
马放南 山
马革裹 尸
马拉多 纳
马来西 亚
马列主 义
马马虎 虎
马前泼 水
马上就 要
马首是 瞻
马特拉 齐
骂不绝 口
埋头苦 干
买椟还 珠
买空卖 空
买卖公 平
买卖合 同
买卖双 方
麦克拉 伦
卖儿卖 女
卖官鬻 爵
卖国求 荣
卖弄风 骚
卖身投 靠
卖文为 生
脉络分 明
脉脉含 情
蛮不讲 理
蛮横无 理
瞒上欺 下
瞒天过 海
满不在 乎
满城风 雨
满打满 算
满腹狐 疑
满腹经 纶
满腹牢 骚
满坑满 谷
满口答 应
满脸春 风
满脸堆 笑
满面春 风
满面红 光
满面笑 容
满目疮 痍
满目琳 琅
满目青 山
满盘皆 输
满腔热 忱
满腔热 血
满山遍 野
满山满 谷
满天星 斗
满头大 汗
满心欢 喜
满园春 色
满载而 归
慢声细 语
慢条斯 理
漫不经 心
漫山遍 野
漫天遍 野
漫天叫 价
漫天开 价
漫天要 价
漫无边 际
漫无目 的
漫无止 境
忙不过 来
忙里偷 闲
忙忙碌 碌
忙中出 错
芒刺在 背
盲人摸 象
茫茫人 海
茫然若 失
茫无头 绪
毛骨悚 然
毛将焉 附
毛手毛 脚
毛遂自 荐
毛细血 管
矛盾纠 纷
茅塞顿 开
茂林修 竹
冒名顶 替
贸易壁 垒
贸易公 司
贸易伙 伴
贸易摩 擦
贸易逆 差
贸易顺 差
貌合神 离
没齿不 忘
没齿难 忘
没大没 小
没精打 采
没轻没 重
没日没 夜
没头苍 蝇
没头没 脸
没头没 脑
没完没 了
没心没 肺
没有安 装
没有办 法
没有必 要
没有发 现
没有反 应
没有感 觉
没有关 系
没有机 会
没有见 过
没有理 由
没有人 会
没有任 何
没有什 么
没有声 音
没有时 间
没有问 题
没有想 到
没有意 思
没有意 义
没有找 到
没有足 够
玫瑰人 生
眉飞色 舞
眉开眼 笑
眉来眼 去
眉目传 情
眉清目 秀
眉头一 皱
梅开二 度
梅妻鹤 子
媒妁之 言
媒体报 道
煤矿安 全
煤炭企 业
煤炭行 业
煤炭资 源
每个人 都
每股收 益
每况愈 下
每时每 刻
每天都 要
每天都 有
每天晚 上
每下愈 况
每一个 人
美不胜 收
美国公 司
美国股 市
美国国 会
美国海 军
美国加 州
美国经 济
美国空 军
美国联 邦
美国媒 体
美国纽 约
美国市 场
美国著 名
美国政 府
美国总 统
美好生 活
美轮美 奂
美其名 曰
美人迟 暮
美容美 发
美术学 院
美中不 足
门当户 对
门户洞 开
门户开 放
门户网 站
门户之 见
门户之 争
门禁森 严
门可罗 雀
门庭若 市
扪心自 问
闷闷不 乐
蒙混过 关
蒙娜丽 莎
蒙特利 尔
蒙在鼓 里
懵懵懂 懂
孟母三 迁
孟母择 邻
梦笔生 花
梦幻泡 影
梦幻西 游
梦寐以 求
梦想成 真
梦中情 人
弥留之 际
弥天大 谎
弥天大 祸
弥天大 罪
迷惑不 解
迷迷糊 糊
迷途知 返
靡不有 初
靡靡之 音
秘而不 宣
密不可 分
密不通 风
密锣紧 鼓
密码保 护
密密层 层
密密麻 麻
密切关 注
密切联 系
密切配 合
密切相 关
绵里藏 针
绵绵不 断
绵绵不 绝
绵延不 断
免费电 影
免费使 用
免费提 供
免费下 载
免费赠 送
免费注 册
免开尊 口
免疫功 能
免疫系 统
免责声 明
勉为其 难
面不改 色
面带微 笑
面红耳 赤
面红耳 热
面黄肌 瘦
面面俱 到
面面相 觑
面目可 憎
面目全 非
面目一 新
面目狰 狞
面如死 灰
面如土 色
面授机 宜
面无表 情
面无人 色
面向对 象
面向全 国
面向社 会
面有菜 色
面有难 色
瞄准射 击
渺无人 烟
渺无音 讯
妙笔生 花
妙不可 言
妙趣横 生
妙手回 春
妙手偶 得
妙语连 珠
妙语如 珠
灭顶之 灾
灭绝人 性
民办高 校
民办公 助
民办教 育
民办学 校
民胞物 与
民不聊 生
民不畏 死
民富国 强
民膏民 脂
民贵君 轻
民航总 局
民间艺 术
民间资 本
民间组 织
民生凋 敝
民生问 题
民生银 行
民生在 勤
民事诉 讼
民事责 任
民俗文 化
民为邦 本
民意调 查
民营经 济
民营企 业
民怨沸 腾
民政部 门
民脂民 膏
民主党 派
民主管 理
民主监 督
民主政 治
民主制 度
民族地 区
民族精 神
民族品 牌
民族特 色
民族团 结
民族文 化
民族英 雄
民族主 义
敏而好 学
名不副 实
名不虚 传
名垂千 古
名垂青 史
名存实 亡
名副其 实
名缰利 锁
名利兼 收
名利双 收
名列前 茅
名落孙 山
名满天 下
名门闺 秀
名目繁 多
名牌产 品
名牌大 学
