粑 粑
下定決 心
下崗工 人
下崗職 工
下回分 解
下拉選 單
下里巴 人
下落不 明
下情上 達
下載安 裝
下載地 址
下載軟 體
下載速 度
下逐客 令
下自成 蹊
夏日炎 炎
仙風道 骨
仙山瓊 閣
先睹為 快
先發制 人
先公後 私
先見之 明
先進單 位
先進典 型
先進個 人
先進集 體
先進技 術
先進經 驗
先進事 蹟
先進文 化
先決條 件
先禮後 兵
先人後 己
先入為 主
先入之 見
先聲奪 人
先天不 足
先憂後 樂
先斬後 奏
先知先 覺
纖塵不 染
鮮克有 終
鮮為人 知
鮮豔奪 目
鮮衣怒 馬
閒情逸 致
閒言碎 語
閒言閒 語
閒雲野 鶴
閒雜人 等
弦外之 意
弦外之 音
賢妻良 母
鹹與維 新
嫌貧愛 富
顯而易 見
顯示卡驅 動
顯露頭 角
顯山露 水
顯示出 來
顯示效 果
險象環 生
險遭不 測
縣公安 局
縣級以 上
縣委書 記
縣域經 濟
現場直 播
現代都 市
現代科 技
現代科 學
現代農 業
現代企 業
現代社 會
現代生 活
現代文 明
現代物 流
現代醫 學
現貨市 場
現金流 量
現身說 法
現實生 活
現實意 義
現實主 義
現世現 報
現在開 始
現在流 行
陷入僵 局
鄉鎮企 業
相安無 事
相比之 下
相差無 幾
相持不 下
相得益 彰
相對而 言
相對來 說
相對溼 度
相對無 言
相反相 成
相逢恨 晚
相輔而 行
相輔相 成
相關報 道
相關部 門
相關產 品
相關法 律
相關規 定
相關連 結
相關內 容
相關企 業
相關事 宜
相關手 續
相關資 料
相關檔 案
相關文 章
相關新 聞
相關資 訊
相關政 策
相關知 識
相關專 業
相關資 料
相互關 係
相互之 間
相互作 用
相機而 動
相機行 事
相煎何 急
相煎太 急
相見恨 晚
相結合 的
相敬如 賓
相貌堂 堂
相親相 愛
相去甚 遠
相忍為 國
相濡以 沫
相生相 剋
相時而 動
相似之 處
相視而 笑
相提並 論
相信愛 情
相信自 己
相形見 絀
相形失 色
相沿成 習
相依為 命
相映成 趣
香草美 人
香車寶 馬
香港大 學
香港電 影
香港股 市
香港迴 歸
香港媒 體
香港上 市
香港特 區
香港政 府
香格里 拉
香火不 絕
香消玉 殞
詳細介 紹
詳細內 容
詳細情 況
詳細說 明
詳細資 訊
詳細資 料
享受生 活
響徹雲 霄
響遏行 雲
響應時 間
想方設 法
想來想 去
想入非 非
專案管 理
專案建 設
專案經 理
專案開 發
專案實 施
專案投 資
項莊舞 劍
象徵意 義
像模像 樣
梟首示 眾
驍勇善 戰
宵衣旰 食
消除疲 勞
消防安 全
消費電 子
消費觀 念
消費能 力
消費群 體
消費市 場
消費水 平
消費習 慣
消費需 求
消費支 出
消化不 良
消化吸 收
消化系 統
消極怠 工
逍遙法 外
逍遙自 在
蕭規曹 隨
銷聲匿 跡
銷售代 表
銷售公 司
銷售價 格
銷售經 理
銷售模 式
銷售情 況
銷售渠 道
銷售人 員
銷售收 入
銷售網 路
銷售業 績
霄壤之 別
囂張一 時
小懲大 誡
小道訊 息
小肚雞 腸
小額貸 款
小恩小 惠
小國寡 民
小戶人 家
小家碧 玉
小家子 氣
小腳女 人
小康社 會
小康之 家
小麥價 格
小鳥依 人
小巧玲 瓏
小人得 志
小時了 了
小試鋒 芒
小手小 腳
小題大 做
小小年 紀
小心謹 慎
小心翼 翼
小學畢 業
小學教 師
小有名 氣
小組成 員
曉風殘 月
曉以大 義
曉以利 害
孝悌忠 信
孝子賢 孫
效果如 何
校園文 化
校園招 聘
笑傲江 湖
笑而不 答
笑口常 開
笑裡藏 刀
笑容可 掬
笑容滿 面
笑逐顏 開
歇斯底 里
協調發 展
協調機 制
協會會 員
協會會 長
協力同 心
邪不勝 正
邪不壓 正
邪門歪 道
斜風細 雨
洩露天 機
謝天謝 地
謝謝大 家
謝謝合 作
心安理 得
心比天 高
心不在 焉
心潮澎 湃
心馳神 往
心慈手 軟
心存芥 蒂
心得體 會
心煩意 亂
心服口 服
心浮氣 躁
心腹大 患
心腹之 患
心甘情 願
心高氣 傲
心狠手 辣
心花怒 放
心懷鬼 胎
心懷叵 測
心懷忐 忑
心慌意 亂
心灰意 懶
心灰意 冷
心肌梗 塞
心急火 燎
心急如 焚
心急如 火
心焦如 焚
心驚膽 寒
心驚膽 戰
心驚肉 跳
心旌搖 曳
心口不 一
心口如 一
心寬體 胖
心曠神 怡
心理測 試
心理健 康
心理素 質
心理問 題
心理學 家
心理壓 力
心理醫 生
心理因 素
心理障 礙
心理治 療
心理狀 態
心理準 備
心理諮 詢
心力交 瘁
心力衰 竭
心靈手 巧
心領神 會
心路歷 程
心律失 常
心亂如 麻
心滿意 足
心明眼 亮
心平氣 和
心情不 好
心如刀 割
心如刀 絞
心如死 灰
心如止 水
心神不 定
心神不 寧
心神恍 惚
心事重 重
心術不 正
心無掛 礙
心無旁 騖
心細如 髮
心想事 成
心嚮往 之
心心念 念
心心相 通
心心相 印
心血來 潮
心有靈 犀
心有餘 悸
心猿意 馬
心悅誠 服
心照不 宣
心知肚 明
心直口 快
心中無 數
心中有 數
心醉神 迷
辛亥革 命
辛勤勞 動
辛辛苦 苦
欣喜若 狂
欣欣向 榮
新奧爾 良
新陳代 謝
新仇舊 恨
新股發 行
新股申 購
新華書 店
新婚燕 爾
新來乍 到
新浪部落 格
新浪財 經
新浪科 技
新浪體 育
新浪娛 樂
新年快 樂
新人新 事
新生事 物
新聞報 道
新聞出 版
新聞釋 出
新聞記 者
新聞聯 播
新聞媒 體
新聞頻 道
新聞網 站
新聞中 心
新聞自 由
新形勢 下
新興產 業
新興市 場
薪盡火 傳
信筆塗 鴉
信訪工 作
信口雌 黃
信口胡 言
信口胡 謅
信口開 河
信馬由 韁
信賞必 罰
信誓旦 旦
信手拈 來
信託公 司
資訊保 安
資訊產 業
資訊處 理
資訊傳 播
資訊傳 遞
資訊釋 出
資訊服 務
資訊共 享
資訊管 理
資訊科 技
資訊交 流
資訊來 源
資訊內 容
資訊披 露
資訊平 臺
資訊時 代
資訊網 路
資訊系 統
資訊中 心
資訊資 源
信心十 足
信以為 真
信用擔 保
信用體 系
星光大 道
星火燎 原
星級酒 店
星際爭 霸
星羅棋 佈
星星點 點
星星之 火
星移斗 轉
星月交 輝
惺惺相 惜
惺惺作 態
腥風血 雨
刑事案 件
刑事犯 罪
刑事拘 留
刑事訴 訟
刑事責 任
刑訊逼 供
行不更 名
行成於 思
行動計 劃
行而不 遠
行己有 恥
行家裡 手
行將就 木
行色匆 匆
行屍走 肉
行為規 範
行為藝 術
行為準 則
行業標 準
行業發 展
行業管 理
行業龍 頭
行業協 會
行業資 訊
行業自 律
行有餘 力
行雲流 水
行政部 門
行政處 罰
行政處 分
行政法 規
行政複 議
行政管 理
行政機 關
行政區 劃
行政區 域
行政權 力
行政審 批
行政事 業
行政訴 訟
行政行 為
行政許 可
行政長 官
行政執 法
行政主 管
行之有 效
形成機 制
形單影 隻
形而上 學
形格勢 禁
形跡可 疑
形容憔 悴
形式多 樣
形式主 義
形勢逼 人
形同虛 設
形象大 使
形銷骨 立
形形色 色
形影不 離
形影相 弔
形影相 隨
形隻影 單
型糖尿 病
興奮不 已
興風作 浪
興高采 烈
興國安 邦
興利除 弊
興利除 害
興趣愛 好
興趣盎 然
興師動 眾
興師問 罪
興旺發 達
興味索 然
興業銀 行
興致勃 勃
興致索 然
杏花春 雨
姓甚名 誰
幸福生 活
幸災樂 禍
性關節 炎
價效比 高
性命交 關
效能測 試
效能研 究
效能指 標
性情中 人
性陰道 炎
凶多吉 少
凶神惡 煞
凶相畢 露
兄弟姐 妹
兄弟鬩 牆
兄友弟 恭
洶湧澎 湃
胸懷大 志
胸無大 志
胸無點 墨
胸有成 竹
胸有丘 壑
胸中塊 壘
胸中有 數
雄才大 略
雄偉壯 觀
雄心勃 勃
雄心壯 志
雄姿英 發
休慼相 關
休慼與 共
休息時 間
休息一 下
休閒度 假
休閒娛 樂
休養生 息
修舊利 廢
修齊治 平
修橋補 路
修身養 性
修心養 性
秀才造 反
秀色可 餐
秀外慧 中
繡花枕 頭
袖手旁 觀
鬚髮皆 白
虛度年 華
虛懷若 谷
虛晃一 槍
虛假廣 告
虛擬光碟 機
虛擬貨 幣
虛擬記憶 體
虛擬世 界
虛擬主 機
虛情假 意
虛位以 待
虛無縹 緲
虛虛實 實
虛應故 事
虛有其 表
虛與委 蛇
虛張聲 勢
噓寒問 暖
需不需 要
需求分 析
需要幫 助
需要什 麼
需要時 間
需要注 意
徐娘半 老
許許多 多
栩栩如 生
旭日初 昇
旭日東 昇
酗酒滋 事
絮絮叨 叨
蓄勢待 發
軒然大 波
宣傳報 道
宣傳部 長
宣傳工 作
宣傳活 動
宣傳教 育
宣傳推 廣
宣傳資 料
喧賓奪 主
玄之又 玄
懸而未 決
懸樑刺 股
懸崖絕 壁
懸崖勒 馬
懸崖峭 壁
選舉產 生
選賢舉 能
選賢任 能
選賢與 能
絢麗多 彩
削鐵如 泥
削職為 民
削足適 履
學而不 厭
學非所 用
學富五 車
學貫中 西
學海無 涯
學科建 設
學歷教 育
學生家 長
學生進 行
學生時 代
學生宿 舍
學生學 習
學士學 位
學術會 議
學術交 流
學術論 文
學術研 究
學無止 境
學習成 績
學習方 法
學習方 式
學習貫 徹
學習過 程
學習環 境
學習活 動
學習能 力
學習生 活
學習興 趣
學習英 語
學校教 育
學校領 導
學以致 用
學院院 長
雪裡送 炭
雪泥鴻 爪
雪上加 霜
雪中送 炭
血光之 災
血海深 仇
血紅蛋 白
血跡斑 斑
血口噴 人
血淚斑 斑
血流成 河
血流如 注
血盆大 口
血氣方 剛
血染沙 場
血肉橫 飛
血肉模 糊
血肉相 連
血性男 兒
血液迴 圈
血雨腥 風
血緣關 係
血債累 累
血戰到 底
尋根究 底
尋根問 底
尋花問 柳
尋歡作 樂
尋死覓 活
尋幽探 勝
尋章摘 句
尋蹤覓 跡
巡航導 彈
循規蹈 矩
迴圈經 濟
迴圈系 統
循序漸 進
循循善 誘
訓練基 地
訓練有 素
迅雷下 載
迅猛發 展
迅速發 展
徇情枉 法
徇私枉 法
徇私舞 弊
壓縮檔 案
鴉片戰 爭
鴉雀無 聲
牙牙學 語
睚眥必 報
啞口無 言
啞然失 笑
雅虎中 國
雅俗共 賞
亞歷山 大
亞太地 區
亞特蘭 大
亞洲第 一
亞洲國 家
亞洲最 大
揠苗助 長
煙波浩 渺
煙花爆 竹
煙消雲 散
焉得虎 子
湮沒無 聞
嫣然一 笑
延緩衰 老
延年益 壽
嚴懲不 貸
嚴格按 照
嚴格控 制
嚴格要 求
嚴格執 行
嚴格遵 守
嚴厲打 擊
嚴絲合 縫
嚴肅處 理
嚴刑峻 法
嚴嚴實 實
嚴於律 己
嚴於律 已
嚴陣以 待
嚴重錯 誤
嚴重後 果
嚴重影 響
言必有 據
言不及 義
言不由 衷
言出法 隨
言傳身 教
言多必 失
言而無 信
言而有 信
言歸於 好
言歸正 傳
言過其 實
言簡意 賅
言簡意 深
言近旨 遠
言論自 由
言情小 說
言人人 殊
言談舉 止
言聽計 從
言外之 意
言為心 聲
言無不 盡
言笑晏 晏
言行不 一
言行一 致
言猶在 耳
言者無 罪
言者諄 諄
言之成 理
言之無 文
言之無 物
言之有 理
言之有 物
言之鑿 鑿
言之諄 諄
沿海地 區
炎黃子 孫
研發人 員
研發中 心
研究報 告
研究成 果
研究物 件
研究發 現
研究方 法
研究方 向
研究工 作
研究機 構
研究進 展
研究開 發
研究課 題
研究領 域
研究人 員
研究生 院
研究現 狀
研究專 案
研究小 組
研究中 心
研製成 功
顏面掃 地
奄奄一 息
偃旗息 鼓
掩鼻而 過
掩耳盜 鈴
掩人耳 目
眼高手 低
眼觀六 路
眼觀四 路
眼花繚 亂
眼疾手 快
眼尖手 快
眼明手 快
眼明心 亮
雁過拔 毛
雁過留 聲
燕瘦環 肥
央視春 晚
殃及池 魚
揚幡招 魂
揚眉吐 氣
揚名四 海
揚清激 濁
揚清抑 濁
揚湯止 沸
揚長避 短
揚長而 去
羊腸小 道
羊腸小 徑
羊續懸 魚
陽春白 雪
陽奉陰 違
陽關大 道
陽光明 媚
楊柳依 依
洋為中 用
洋洋大 觀
洋洋得 意
洋洋灑 灑
洋洋自 得
仰不愧 天
仰面朝 天
仰人鼻 息
仰臥起 坐
仰之彌 高
養兵千 日
養成良 好
養兒防 老
養虎為 患
養虎遺 患
養家餬 口
養家活 口
養精蓄 銳
養老保 險
養老送 終
養生之 道
養癰成 患
養癰遺 患
養尊處 優
吆五喝 六
妖魔鬼 怪
妖言惑 眾
腰纏萬 貫
腰痠背 疼
堯天舜 日
搖脣鼓 舌
搖旗吶 喊
搖身一 變
搖頭擺 尾
搖頭晃 腦
搖頭嘆 息
搖尾乞 憐
搖搖擺 擺
搖搖欲 墜
遙不可 及
遙遙領 先
遙遙無 期
遙遙相 對
遙遙在 望
杳如黃 鶴
杳無人 跡
杳無人 煙
杳無訊 息
杳無音 信
杳無音 訊
杳無蹤 跡
杳無蹤 影
咬緊牙 關
咬文嚼 字
咬牙切 齒
窈窕淑 女
藥到病 除
藥物治 療
要多少 錢
要而言 之
要死要 活
要言不 煩
要做什 麼
耀武揚 威
爺爺奶 奶
耶魯大 學
耶路撒 冷
也不可 能
也不例 外
也不知 道
也就是 說
也是一 種
野生動 物
野心勃 勃
業績增 長
業精於 勤
業內人 士
業務部 門
業務發 展
業務範 圍
業務工 作
業務流 程
業務邏 輯
業務模 式
業務能 力
業務培 訓
業務人 員
業務收 入
業務水 平
業務素 質
業務系 統
業餘時 間
業主大 會
業主論 壇
葉公好 龍
葉落歸 根
夜不閉 戶
夜不成 寐
夜闌人 靜
夜郎自 大
夜深人 靜
夜以繼 日
夜長夢 多
液晶電 視
液晶面 板
一百二 十
一百五 十
一敗塗 地
一般而 言
一般來 說
一般說 來
一板一 眼
一瓣心 香
一悲一 喜
一本萬 利
一本正 經
一鼻子 灰
一筆勾 銷
一筆抹 殺
一筆抹 煞
一碧萬 頃
一臂之 力
一表人 才
一病不 起
一波三 折
一波未 平
一不小 心
一步到 位
一步登 天
一步一 步
一草一 木
一唱三 嘆
一唱一 和
一朝一 夕
一塵不 染
一成不 變
一籌莫 展
一觸即 發
一觸即 潰
一錘定 音
一次會 議
一蹴而 就
一蹴可 幾
一代楷 模
一刀兩 斷
一點半 點
一點也 不
一點一 滴
一點一 點
一定程 度
一定要 把
一定要 看
一定之 規
一動不 動
一段時 間
一帆風 順
一反常 態
一飛沖 天
一分為 二
一分一 毫
一夫當 關
一概而 論
一乾二 淨
一個半 個
一個女 生
一個人 住
一個人 走
一個月 後
一個月 內
一股腦 兒
一鼓作 氣
一官半 職
一國兩 制
一哄而 起
一鬨而 散
一哄而 上
一呼百 應
一花獨 放
一畫開 天
一揮而 就
一級市 場
一己之 見
一己之 私
一技之 長
一家老 小
一家之 言
一見傾 心
一見如 故
一見鍾 情
一件事 情
一箭雙 鵰
一箭之 地
一箭之 遙
一介書 生
一舉成 功
一舉成 名
一舉兩 得
一舉一 動
一決雌 雄
一決勝 負
一蹶不 振
一孔之 見
一口咬 定
一口一 口
一口一 聲
一來二 去
一來一 往
一覽無 遺
一覽無 餘
一勞永 逸
一了百 了
一簾幽 夢
一鱗半 爪
一路風 塵
一路貨 色
一路平 安
一路順 風
一路走 來
一落千 丈
一馬當 先
一馬平 川
一脈相 承
一脈相 傳
一脈相 通
一毛不 拔
一門心 思
一面之 詞
一面之 交
一面之 緣
一鳴驚 人
一命歸 西
一命嗚 呼
一模一 樣
一模一 樣
一目瞭 然
一目十 行
一男半 女
一男一 女
一年半 載
一年到 頭
一年四 季
一年一 度
一念之 差
一諾千 金
一拍即 合
一盤散 沙
一篇文 章
一片冰 心
一片丹 心
一片焦 土
一片空 白
一片汪 洋
一貧如 洗
一顰一 笑
一抔黃 土
一曝十 寒
一起分 享
一起走 過
一氣呵 成
一氣之 下
一汽大 眾
一汽豐 田
一錢不 值
一竅不 通
一切都 是
一切眾 生
一清二 白
一清二 楚
一窮二 白
一丘一 壑
一丘之 貉
一人得 道
一人之 下
一日不 見
一日千 里
一日三 餐
一日三 省
一如既 往
一掃而 光
一掃而 空
一閃而 過
一身二 任
一身是 膽
一審判 決
一生一 世
一聲不 吭
一聲不 響
一聲嘆 息
一石二 鳥
一時半 刻
一時三 刻
一時一 刻
一時之 選
一事無 成
一視同 仁
一室一 廳
一手包 辦
一手包 攬
一手一 腳
一手遮 天
一絲不 苟
一絲不 掛
一絲一 毫
一塌糊 塗
一臺電 腦
一潭死 水
一天到 晚
一天一 地
一天一 天
一通百 通
一統天 下
一頭霧 水
一吐為 快
一團和 氣
一團漆 黑
一網打 盡
一往而 深
一往情 深
一往無 前
一往直 前
一望而 知
一望無 邊
一望無 際
一望無 垠
一文不 名
一文不 值
一無可 取
一無是 處
一無所 成
一無所 得
一無所 獲
一無所 求
一無所 有
一無所 長
一無所 知
一五一 十
一物不 知
一誤再 誤
一息尚 存
一席之 地
一系列 的
一線生 機
一廂情 願
一笑了 之
一笑一 顰
一笑置 之
一些東 西
一些事 情
一些問 題
一瀉千 里
一心一 意
一星半 點
一言不 發
一言既 出
一言九 鼎
一言難 盡
一言為 定
一言興 邦
一言一 行
一言中 的
一氧化 碳
一葉障 目
一葉知 秋
一夜暴 富
一夜之 間
一衣帶 水
一以貫 之
一意孤 行
一飲而 盡
一應俱 全
一擁而 入
一擁而 上
一隅之 地
一語不 發
一語道 破
一語破 的
一語雙 關
一語中 的
一元復 始
一則以 喜
一張一 弛
一張照 片
一長一 短
一著不 慎
一針見 血
一針一 線
一枕黃 粱
一枝獨 秀
一知半 解
一直都 在
一直沒 有
一直以 來
一直以 為
一紙空 文
一擲百 萬
一擲千 金
一種特 殊
一柱擎 天
一字千 金
一字千 鈞
一字一 句
一字之 師
一走了 之
伊拉克 人
伊萊克 斯
伊麗莎 白
伊斯蘭 教
衣不蔽 體
衣不解 帶
衣冠楚 楚
衣冠禽 獸
衣錦還 鄉
衣錦夜 行
衣來伸 手
衣衫襤 褸
衣食父 母
衣食無 憂
衣食住 行
衣香鬢 影
醫護人 員
醫科大 學
醫療保 健
醫療保 險
醫療保 障
醫療費 用
醫療服 務
醫療機 構
醫療救 助
醫療器 械
醫療裝 置
醫療事 故
醫療衛 生
醫務人 員
醫學專 家
醫藥行 業
醫院檢 查
醫院治 療
依法炮 製
依法行 政
依法治 國
依然如 故
依山傍 水
依依不 捨
依依惜 別
儀表堂 堂
儀器裝 置
儀器儀 表
儀態萬 方
儀態萬 千
宜室宜 家
怡情養 性
怡然自 得
怡然自 樂
貽害無 窮
貽人口 實
貽笑大 方
行動電 話
移動電 視
移動公 司
移動裝 置
行動通 訊
行動硬 碟
移動使用 者
移風易 俗
移花接 木
移山填 海
遺臭萬 年
遺傳演算 法
遺患無 窮
遺老遺 少
遺留問 題
遺世獨 立
頤養天 年
頤指氣 使
疑難問 題
疑難雜 症
疑神疑 鬼
乙肝病 毒
乙肝疫 苗
以暴易 暴
以此類 推
以德報 德
以德報 怨
以德服 人
以點帶 面
以毒攻 毒
以訛傳 訛
以防不 測
以防萬 一
以豐補 歉
以攻為 守
以古為 鑑
以古為 鏡
以古喻 今
以觀後 效
以管窺 豹
以及其 他
以己度 人
以假亂 真
以儆效 尤
以絕後 患
以禮相 待
以理服 人
以鄰為 壑
以卵擊 石
以貌取 人
以偏概 全
以其昏 昏
以勤補 拙
以權謀 私
以人為 本
以人為 鑑
以人為 鏡
以柔克 剛
以弱勝 強
以上學 歷
以身報 國
以身試 法
以身試 險
以身相 許
以身許 國
以身殉 國
以身殉 職
以身作 則
以守為 攻
以退為 進
以為自 己
以文會 友
以下幾 點
以下簡 稱
以下內 容
以小見 大
以心傳 心
以牙還 牙
以眼還 眼
以一當 十
以夷制 夷
以逸待 勞
以怨報 德
以戰養 戰
以直報 怨
以子之 矛
蟻穴潰 堤
倚老賣 老
倚強凌 弱
旖旎風 光
義薄雲 天
義不容 辭
義憤填 膺
義結金 蘭
義無反 顧
義無返 顧
義務教 育
義正詞 嚴
義正辭 嚴
億萬富 翁
憶苦思 甜
藝高膽 大
藝術創 作
藝術設 計
藝術形 式
藝術學 院
藝術中 心
藝術作 品
議論紛 紛
議論紛 紜
議論風 生
議事日 程
亦步亦 趨
亦復如 是
亦可覆 舟
亦莊亦 諧
異乎尋 常
異軍突 起
異口同 聲
異曲同 工
異香撲 鼻
異想天 開
抑強扶 弱
抑揚頓 挫
抑鬱寡 歡
易初蓮 花
易地而 處
易如反 掌
益壽延 年
逸趣橫 生
逸聞趣 事
逸興遄 飛
義大利 隊
義大利 人
義大利 語
意見建 議
意料之 外
意料之 中
意氣風 發
意氣相 投
意氣用 事
意識形 態
意味深 長
意想不 到
意義深 長
意猶未 盡
意在沛 公
意在言 外
溢美之 辭
溢於言 表
毅然決 然
因材施 教
因地制 宜
因果報 應
因果關 係
因禍得 福
因陋就 簡
因人而 異
因人制 宜
因時制 宜
因勢利 導
因素分 析
因小失 大
因循苟 且
因循守 舊
因噎廢 食
陰曹地 府
陰差陽 錯
陰錯陽 差
陰魂不 散
陰謀詭 計
陰陽怪 氣
音樂播 放
音樂風 格
音樂手 機
音樂學 院
音容宛 在
音容笑 貌
音像製 品
音信杳 無
殷鑑不 遠
殷憂啟 聖
吟風弄 月
寅吃卯 糧
銀河證 券
銀行存 款
銀行貸 款
銀行賬 戶
引車賣 漿
引導學 生
引而不 發
引火燒 身
引進外 資
引經據 典
引吭高 歌
引狼入 室
引人關 注
引人入 勝
引人注 目
引以為 恥
引以為 憾
引以為 戒
引以為 榮
引用通 告
飲馬長 江
飲食男 女
飲食起 居
飲食文 化
飲食習 慣
飲水思 源
飲鴆止 渴
隱惡揚 善
隱名埋 姓
隱忍不 發
隱形眼 鏡
隱姓埋 名
隱隱約 約
印第安 人
應變能 力
應答如 流
應當按 照
應對措 施
應對如 流
應付裕 如
應付自 如
應該可 以
應該如 何
應該怎 麼
應該怎 樣
應該注 意
應急救 援
應急預 案
應接不 暇
應試教 育
應收賬 款
應用程 式
應用範 圍
應用技 術
應用領 域
應用前 景
應用軟 體
應用系 統
應用研 究
應有盡 有
應運而 生
英格蘭 隊
英國倫 敦
英國首 相
英國政 府
英文名 稱
英文名 字
英文字 母
英雄輩 出
英雄本 色
英雄豪 傑
英雄氣 短
英雄無 敵
英語教 學
英語口 語
英語老 師
英語水 平
英語四 級
英語學 習
英語專 業
英姿勃 勃
英姿煥 發
英姿颯 爽
鶯飛草 長
鶯歌燕 舞
嚶其鳴 矣
鸚鵡學 舌
鷹擊長 空
迎風招 展
迎來送 往
迎刃而 解
迎神賽 會
迎頭趕 上
迎頭痛 擊
盈利模 式
盈利能 力
營私舞 弊
營銷策 劃
營銷策 略
營銷活 動
營銷模 式
營銷人 員
營銷網 路
營養不 良
營養成 分
營養價 值
營養物 質
營業收 入
營業網 點
營業執 照
蠅頭小 楷
蠅頭小 利
蠅營狗 苟
影視作 品
影響因 素
影影綽 綽
映入眼 簾
硬體配 置
硬體裝 置
硬體設 施
硬體維 護
硬碟空 間
硬著頭 皮
擁政愛 民
庸人自 擾
庸庸碌 碌
雍容大 度
雍容典 雅
雍容華 貴
永不磨 滅
永垂不 朽
永垂青 史
永生永 世
永矢弗 諼
永無寧 日
永無止 境
永遠不 會
永誌不 忘
勇冠三 軍
勇往直 前
勇者不 懼
湧上心 頭
用兵如 神
使用者介 面
使用者可 以
使用者列 表
使用者提 供
使用者體 驗
使用者需 求
用盡心 機
用其所 長
用人單 位
用武之 地
用心良 苦
用之不 竭
優化大 師
優化配 置
優化設 計
優惠活 動
優惠政 策
優良傳 統
優柔寡 斷
優勝劣 敗
優勝劣 汰
優勢產 業
優勢互 補
優先發 展
優先考 慮
優秀教 師
優秀人 才
優秀學 生
優秀作 品
優哉遊 哉
優質服 務
憂讒畏 譏
憂國憂 民
憂患意 識
憂心忡 忡
憂心如 焚
悠然自 得
悠閒自 在
悠悠盪 盪
悠遊自 在
尤文圖 斯
由表及 裡
由此可 見
由近及 遠
由來已 久
由淺入 深
由衷之 言
猶豫不 決
郵件地 址
郵箱地 址
郵政編 碼
郵政儲 蓄
油光可 鑑
油光水 滑
油價上 漲
油腔滑 調
油然而 生
油頭粉 面
油鹽醬 醋
油嘴滑 舌
遊必有 方
遊目騁 懷
遊刃有 餘
遊山玩 水
遊手好 閒
遊戲規 則
遊戲畫 面
遊戲玩 家
遊移不 定
友好合 作
友情連 線
友情連 結
友情提 示
有案可 查
有案可 稽
有板有 眼
有備無 患
有財有 勢
有償使 用
有朝一 日
有恥且 格
有膽有 識
有的放 矢
有多少 個
有多少 人
有豐富 的
有鳳來 儀
有福同 享
有負眾 望
有感而 發
有關部 門
有關單 位
有關法 律
有關方 面
有關規 定
有關情 況
有關人 士
有關人 員
有關事 項
有關檔 案
有關問 題
有關政 策
有關資 料
有害無 利
有害物 質
有很多 人
有機結 合
有機可 乘
有機食 品
有進無 退
有經驗 的
有口皆 碑
有口難 辯
有口難 言
有口無 心
有苦難 言
有來無 回
有來有 往
有稜有 角
有利可 圖
有利條 件
有利有 弊
有良好 的
有沒有 人
有名無 實
有目共 睹
有憑有 據
有期徒 刑
有氣無 力
有錢有 勢
有求必 應
有人認 為
有色金 屬
有色眼 鏡
有傷風 化
有誰知 道
有生力 量
有生以 來
有生之 年
有聲有 色
有史以 來
有始無 終
有始有 終
有識之 士
有恃無 恐
有說有 笑
有所不 同
有所顧 忌
有所作 為
有條不 紊
有條件 的
有條有 理
有頭無 尾
有頭有 臉
有頭有 尾
有聞必 錄
有問必 答
有隙可 乘
有線電 視
有限公 司
有限責 任
有效成 分
有效措 施
有效控 制
有效利 用
有效途 徑
有些事 情
有心無 力
有血有 肉
有言在 先
有眼無 珠
有樣學 樣
有一個 人
有意無 意
有影響 的
有勇無 謀
有勇有 謀
有約在 先
有則改 之
有針對 性
有志之 士
又紅又 專
又回來 了
又是一 個
右鍵選 單
誘敵深 入
紆尊降 貴
迂迴曲 折
於今為 烈
於事無 補
於心何 忍
餘波盪 漾
餘波未 平
餘味無 窮
餘音繚 繞
餘音嫋 嫋
餘音繞 樑
魚貫而 出
魚貫而 入
魚貫而 行
魚龍混 雜
魚米之 鄉
魚目混 珠
魚肉百 姓
魚肉鄉 里
魚水深 情
魚死網 破
魚與熊 掌
魚躍龍 門
娛樂八 卦
娛樂場 所
娛樂活 動
娛樂節 目
娛樂新 聞
漁人之 利
漁翁得 利
漁翁之 利
愚不可 及
愚公移 山
愚昧無 知
榆木疙 瘩
輿論譁 然
輿論監 督
與此同 時
與虎謀 皮
與民更 始
與民同 樂
與人方 便
與人為 善
與日俱 增
與時俱 進
與時偕 行
與世隔 絕
與世無 爭
與世長 辭
與眾不 同
予取予 奪
予取予 求
羽毛豐 滿
羽扇綸 巾
雨打風 吹
雨過天 晴
雨後春 筍
雨淋日 晒
語不驚 人
語文教 學
語文老 師
語無倫 次
語焉不 詳
語言表 達
語言文 明
語言文 字
語重心 長
玉潔冰 清
玉龍雪 山
玉米價 格
玉汝於 成
玉石俱 焚
玉樹臨 風
玉樹瓊 枝
玉液瓊 漿
育齡婦 女
鬱鬱不 樂
鬱郁蒼 蒼
鬱鬱蔥 蔥
鬱鬱寡 歡
浴火鳳 凰
浴血奮 戰
預防措 施
域名交 易
域名解 析
域名註 冊
欲罷不 能
欲蓋彌 彰
慾壑難 填
欲加之 罪
欲哭無 淚
欲擒故 縱
欲速不 達
欲言又 止
欲揚先 抑
寓情於 景
寓意深 遠
寓意深 長
遇到困 難
遇到問 題
遇人不 淑
遇水架 橋
愈演愈 烈
譽滿天 下
鷸蚌相 爭
鳶飛魚 躍
冤家對 頭
冤家路 窄
冤冤相 報
元人民 幣
園林綠 化
原創文 章
原創作 品
原封不 動
原封未 動
原來如 此
原始森 林
